Habit,Date,Status,Comment
Sleep,2022-05-27,success,
Sleep,2022-05-28,success,
Sleep,2022-05-29,fail,
Sleep,2022-05-30,success,
Sleep,2022-05-31,fail,
Sleep,2022-06-01,success,
Duo,2022-07-02,fail,
Sleep,2022-06-02,fail,
Sleep,2022-06-03,success,
Sleep,2022-06-04,success,
Sleep,2022-06-05,fail,
Sleep,2022-06-06,success,
Sleep,2022-06-07,fail,
Sleep,2022-06-08,fail,
Sleep,2022-06-09,success,
Sleep,2022-06-10,success,
Sleep,2022-06-11,success,
Sleep,2022-06-12,success,
Sleep,2022-06-13,success,
Sleep,2022-06-15,fail,
Sleep,2022-06-16,success,
Stretch,2022-06-16,fail,
Sleep,2022-06-17,success,
Lift,2022-06-18,fail,
Sleep,2022-06-18,fail,
Stretch,2022-06-17,fail,
Stretch,2022-06-18,fail,
Sleep,2022-06-19,success,
Stretch,2022-06-19,fail,
Sleep,2022-06-20,fail,
Sleep,2022-06-21,fail,
Sleep,2022-06-22,success,
Sleep,2022-06-23,fail,
Lift,2022-06-24,fail,
Sleep,2022-05-09,fail,
Sleep,2022-05-10,fail,
Read,2022-05-20,fail,
Sleep,2022-05-14,success,
Sleep,2022-05-19,fail,
Read,2022-05-21,success,
Lift,2022-07-08,success,
Read,2022-05-22,success,
Read,2022-06-24,fail,
Read,2022-06-25,fail,
Read,2022-06-26,success,
Sleep,2022-05-11,success,
Sleep,2022-05-12,success,
Sleep,2022-05-13,success,
Sleep,2022-05-15,fail,
Sleep,2022-06-24,fail,
Read,2022-06-27,fail,
Sleep,2022-05-16,success,
Read,2022-06-28,fail,
Read,2022-06-29,success,
Read,2022-06-30,success,
Sleep,2022-07-07,fail,
Stretch,2022-06-21,fail,
25min DataCamp,2022-07-08,fail,
Lift,2022-07-06,success,
Read,2022-07-01,fail,
Read,2022-07-02,success,
Read,2022-07-03,success,
Read,2022-07-04,success,
Read,2022-07-05,success,
25min DataCamp,2022-07-06,fail,
Read,2022-07-06,fail,
25min DataCamp,2022-07-07,success,
Lift,2022-07-07,fail,
Read,2022-07-07,fail,
Read,2022-07-08,fail,
Sleep,2022-07-08,success,
Stretch,2022-06-24,fail,
UTEC,2022-01-14,fail,
UTEC,2022-01-15,success,
UTEC,2022-01-16,success,
UTEC,2022-01-17,success,
UTEC,2022-01-18,fail,
UTEC,2022-01-20,success,
UTEC,2022-01-21,fail,
UTEC,2022-01-22,fail,
UTEC,2022-01-23,success,
UTEC,2022-01-24,success,
UTEC,2022-01-25,success,
Lift,2022-06-25,success,
UTEC,2022-01-26,success,
UTEC,2022-01-27,success,
UTEC,2022-01-28,success,
UTEC,2022-01-29,success,
Lift,2022-06-26,fail,
Duo,2022-07-08,fail,
Lift,2022-06-27,fail,
Lift,2022-06-30,fail,
25min DataCamp,2022-07-02,fail,
Lift,2022-06-28,fail,
Lift,2022-07-01,fail,
25min DataCamp,2022-07-03,fail,
Duo,2022-07-03,fail,
Duo,2022-07-09,fail,
Lift,2022-07-02,success,
Stretch,2022-06-25,fail,
Stretch,2022-06-26,fail,
Lift,2022-07-03,fail,
Duo,2022-07-05,fail,
Lift,2022-07-04,fail,
Sleep,2022-07-01,fail,
Lift,2022-07-05,fail,
Lift,2022-07-09,fail,
Stretch,2022-06-28,fail,
Duo,2022-07-06,fail,
Duo,2022-07-07,fail,
Lift,2022-06-29,fail,
Stretch,2022-06-29,fail,
Stretch,2022-06-30,fail,
Duo,2022-07-04,fail,
Stretch,2022-07-01,fail,
UTEC,2022-01-19,fail,
Sleep,2022-07-02,success,
Read,2022-07-09,fail,
Stretch,2022-07-02,fail,
Sleep,2022-07-03,success,
25min DataCamp,2022-07-04,fail,
Sleep,2022-07-04,success,
Sleep,2022-07-06,fail,
Sleep,2022-07-09,success,
Stretch,2022-06-27,fail,
Stretch,2022-07-03,fail,
Stretch,2022-07-04,fail,
25min DataCamp,2022-07-05,success,
Sleep,2022-07-05,fail,
Stretch,2022-07-05,fail,
Stretch,2022-07-06,success,
Stretch,2022-07-07,fail,
Stretch,2022-07-08,fail,
Stretch,2022-07-09,fail,
25min DataCamp,2022-07-10,fail,
3 tiktoks,2022-07-10,fail,
1 tiktok,2022-07-11,success,
1 tiktok,2022-07-12,success,
1 tiktok,2022-07-13,success,
1 tiktok,2022-07-14,success,
1000xp DataCamp,2022-07-11,fail,
1000xp DataCamp,2022-07-12,success,
1000xp DataCamp,2022-07-13,fail,
25min DataCamp,2022-07-12,success,
1000xp DataCamp,2022-07-14,fail,
1000xp DataCamp,2022-07-15,fail,
1000xp DataCamp,2022-07-16,fail,
1000xp DataCamp,2022-07-17,fail,
25min DataCamp,2022-07-11,fail,
1000xp DataCamp,2022-07-18,fail,
1000xp DataCamp,2022-07-19,fail,
1000xp DataCamp,2022-07-20,fail,
1000xp DataCamp,2022-07-21,fail,
1000xp DataCamp,2022-07-22,fail,
1000xp DataCamp,2022-07-23,fail,
15 minutes of NOTHING,2022-07-13,fail,
15 minutes of NOTHING,2022-07-16,fail,
1000xp DataCamp,2022-07-24,fail,
1000xp DataCamp,2022-07-25,fail,
1000xp DataCamp,2022-07-26,fail,
1000xp DataCamp,2022-07-27,fail,
15 minutes of NOTHING,2022-07-12,fail,
1000xp DataCamp,2022-07-28,fail,
1000xp DataCamp,2022-07-29,fail,
1000xp DataCamp,2022-07-30,fail,
1000xp DataCamp,2022-07-31,fail,
15 minutes of NOTHING,2022-07-11,fail,
1000xp DataCamp,2022-08-01,fail,
1000xp DataCamp,2022-08-02,fail,
1000xp DataCamp,2022-08-03,fail,
1000xp DataCamp,2022-08-04,fail,
1000xp DataCamp,2022-08-05,fail,
25min DataCamp,2022-07-13,fail,
1000xp DataCamp,2022-08-06,fail,
1000xp DataCamp,2022-08-07,fail,
15 minutes of NOTHING,2022-07-17,fail,
1000xp DataCamp,2022-08-08,fail,
15 minutes of NOTHING,2022-07-14,fail,
15 minutes of NOTHING,2022-07-18,success,
15 minutes of NOTHING,2022-07-19,success,
1000xp DataCamp,2022-08-09,fail,
1000xp DataCamp,2022-08-10,fail,
15 minutes of NOTHING,2022-07-20,success,
25min DataCamp,2022-07-14,fail,
1 tiktok,2022-07-15,success,
1 tiktok,2022-07-16,success,
15 minutes of NOTHING,2022-07-15,fail,
25min DataCamp,2022-07-15,fail,
25min DataCamp,2022-07-16,fail,
1 tiktok,2022-07-17,success,
1 tiktok,2022-07-19,success,
25min DataCamp,2022-07-17,fail,
1 tiktok,2022-07-18,success,
1 tiktok,2022-07-20,success,
25min DataCamp,2022-07-18,fail,
25min DataCamp,2022-07-19,fail,
25min DataCamp,2022-07-20,fail,
25min DataCamp,2022-07-21,fail,
25min DataCamp,2022-07-22,fail,
25min DataCamp,2022-07-23,fail,
25min DataCamp,2022-07-24,fail,
3 tiktoks,2022-07-11,success,
3 tiktoks,2022-07-12,success,
3 tiktoks,2022-07-15,success,
25min DataCamp,2022-07-25,fail,
3 tiktoks,2022-07-13,success,
3 tiktoks,2022-07-14,success,
25min DataCamp,2022-07-26,fail,
3 tiktoks,2022-07-24,success,
3 tiktoks,2022-07-25,success,
25min DataCamp,2022-07-27,fail,
3 tiktoks,2022-07-16,fail,
3 tiktoks,2022-07-17,success,
3 tiktoks,2022-07-18,success,
25min DataCamp,2022-07-28,fail,
3 tiktoks,2022-07-19,success,
25min DataCamp,2022-07-29,fail,
3 tiktoks,2022-07-20,fail,
3 tiktoks,2022-07-21,fail,
3 tiktoks,2022-07-22,fail,
3 tiktoks,2022-07-23,fail,
3 tiktoks,2022-07-26,fail,
25min DataCamp,2022-09-06,fail,
Daily accountability,2022-07-18,success,
3 tiktoks,2022-07-27,success,
3 tiktoks,2022-07-28,success,
3 tiktoks,2022-07-29,success,
25min DataCamp,2022-07-30,fail,
25min DataCamp,2022-07-31,fail,
25min DataCamp,2022-08-01,fail,
3 tiktoks,2022-07-31,success,
25min DataCamp,2022-08-02,fail,
25min DataCamp,2022-08-03,fail,
3 tiktoks,2022-08-02,fail,
25min DataCamp,2022-08-04,fail,
25min DataCamp,2022-08-05,fail,
3 tiktoks,2022-08-03,fail,
3 tiktoks,2022-08-04,fail,
3 tiktoks,2022-08-05,success,
25min DataCamp,2022-08-06,fail,
Daily accountability,2022-07-20,success,
3 tiktoks,2022-08-06,fail,
25min DataCamp,2022-08-07,fail,
25min DataCamp,2022-08-08,fail,
25min DataCamp,2022-08-09,fail,
3 tiktoks,2022-07-30,success,
25min DataCamp,2022-08-10,fail,
3 tiktoks,2022-08-01,success,
3 tiktoks,2022-08-07,fail,
3 tiktoks,2022-08-08,fail,
25min DataCamp,2022-08-11,fail,
25min DataCamp,2022-08-12,fail,
25min DataCamp,2022-08-13,fail,
3 tiktoks,2022-08-09,fail,
3 tiktoks,2022-08-10,fail,
3 tiktoks,2022-08-11,fail,
3 tiktoks,2022-08-12,success,
3 tiktoks,2022-08-13,fail,
25min DataCamp,2022-08-14,fail,
25min DataCamp,2022-08-15,fail,
3 tiktoks,2022-08-15,fail,
25min DataCamp,2022-08-16,fail,
25min DataCamp,2022-08-17,fail,
25min DataCamp,2022-08-18,fail,
3 tiktoks,2022-08-16,fail,
25min DataCamp,2022-08-19,fail,
25min DataCamp,2022-08-20,fail,
25min DataCamp,2022-08-21,fail,
25min DataCamp,2022-08-25,fail,
3 tiktoks,2022-08-14,fail,
3 tiktoks,2022-08-17,fail,
25min DataCamp,2022-08-22,fail,
25min DataCamp,2022-08-23,fail,
25min DataCamp,2022-08-24,fail,
25min DataCamp,2022-08-26,fail,
3 tiktoks,2022-08-18,success,
3 tiktoks,2022-08-20,success,
25min DataCamp,2022-08-27,fail,
3 tiktoks,2022-08-19,fail,
3 tiktoks,2022-08-21,fail,
3 tiktoks,2022-08-22,fail,
25min DataCamp,2022-08-28,fail,
3 tiktoks,2022-08-23,success,
3 tiktoks,2022-08-25,success,
3 tiktoks,2022-08-26,success,
25min DataCamp,2022-08-29,fail,
3 tiktoks,2022-08-24,success,
3 tiktoks,2022-08-27,success,
3 tiktoks,2022-08-28,success,
3 tiktoks,2022-08-29,success,
25min DataCamp,2022-08-30,fail,
3 tiktoks,2022-08-30,success,
25min DataCamp,2022-08-31,fail,
25min DataCamp,2022-09-01,fail,
25min DataCamp,2022-09-02,fail,
3 tiktoks,2022-08-31,success,
25min DataCamp,2022-09-03,fail,
25min DataCamp,2022-09-04,success,
3 tiktoks,2022-09-01,success,
3 tiktoks,2022-09-02,fail,
3 tiktoks,2022-09-03,success,
3 tiktoks,2022-09-04,success,
25min DataCamp,2022-09-05,fail,
Daily accountability,2022-07-19,success,
25min DataCamp,2022-09-07,fail,
3 tiktoks,2022-09-05,success,
25min DataCamp,2022-09-08,fail,
3 tiktoks,2022-09-06,success,
3 tiktoks,2022-09-07,success,
3 tiktoks,2022-09-08,success,
Daily accountability,2022-09-08,fail,
25min DataCamp,2022-09-09,fail,
25min DataCamp,2022-09-10,fail,
25min DataCamp,2022-09-11,fail,
25min DataCamp,2022-09-12,fail,
Daily accountability,2022-07-17,success,
Duo,2022-08-05,fail,
25min DataCamp,2022-09-13,fail,
Duo,2022-07-11,fail,
25min DataCamp,2022-09-14,fail,
25min DataCamp,2022-09-15,fail,
25min DataCamp,2022-09-16,fail,
Lift,2022-07-15,fail,
25min DataCamp,2022-09-17,fail,
25min DataCamp,2022-09-18,fail,
25min DataCamp,2022-09-19,fail,
GRE/PORTFOLIO/MASTERS,2022-07-16,fail,
25min DataCamp,2022-09-20,fail,
2min brush AM,2022-07-12,success,
GRE/PORTFOLIO/MASTERS,2022-07-14,success,
25min DataCamp,2022-09-21,fail,
25min DataCamp,2022-09-22,fail,
25min DataCamp,2022-09-23,fail,
25min DataCamp,2022-09-24,fail,
25min DataCamp,2022-09-25,fail,
2min brush AM,2022-07-13,success,
25min DataCamp,2022-09-26,fail,
25min DataCamp,2022-09-27,fail,
2min brush AM,2022-07-14,success,
25min DataCamp,2022-09-28,fail,
25min DataCamp,2022-09-29,fail,
25min DataCamp,2022-09-30,fail,
25min DataCamp,2022-10-01,fail,
Lift,2022-07-16,fail,
25min DataCamp,2022-10-02,fail,
25min DataCamp,2022-10-03,fail,
25min DataCamp,2022-10-04,fail,
25min DataCamp,2022-10-05,fail,
25min DataCamp,2022-10-07,fail,
25min DataCamp,2022-10-10,fail,
Lift,2022-07-10,fail,
25min DataCamp,2022-10-11,fail,
25min DataCamp,2022-10-12,fail,
2min brush AM,2022-07-11,success,
GRE/PORTFOLIO/MASTERS,2022-07-13,success,
Lift,2022-07-14,success,
25min DataCamp,2022-10-18,fail,
2min brush AM,2022-07-15,success,
25min DataCamp,2022-10-06,success,
2min brush PM,2022-07-11,success,
2min brush PM,2022-07-12,success,
2min brush PM,2022-07-13,success,
25min DataCamp,2022-10-09,fail,
Duo,2022-07-10,fail,
Lift,2022-07-12,fail,
Lift,2022-07-13,success,
2min brush PM,2022-07-14,success,
25min DataCamp,2022-10-08,fail,
Lift,2022-07-11,success,
2min brush PM,2022-07-15,fail,
GRE/PORTFOLIO/MASTERS,2022-07-15,success,
2min brush AM,2022-07-16,success,
2min brush PM,2022-07-16,success,
2min brush AM,2022-07-17,success,
2min brush PM,2022-07-17,success,
2min brush AM,2022-07-18,success,
Daily accountability,2022-07-16,success,
GRE/PORTFOLIO/MASTERS,2022-07-17,fail,
2min brush AM,2022-07-19,success,
2min brush AM,2022-07-20,success,
2min brush PM,2022-07-18,success,
2min brush PM,2022-07-19,success,
2min brush PM,2022-07-20,success,
Daily accountability,2022-09-09,fail,
GRE/PORTFOLIO/MASTERS,2022-07-18,success,
Lift,2022-07-18,fail,
25min DataCamp,2022-10-26,fail,
GRE/PORTFOLIO/MASTERS,2022-07-19,fail,
Lift,2022-07-19,success,
GRE/PORTFOLIO/MASTERS,2022-07-20,fail,
Lift,2022-07-20,fail,
Daily accountability,2022-09-10,fail,
Daily accountability,2022-09-11,fail,
Daily accountability,2022-09-12,success,
Daily accountability,2022-09-14,skip,
Daily accountability,2022-09-15,skip,
Lift,2022-07-17,success,
Daily accountability,2022-09-19,success,
Daily accountability,2022-09-20,success,
Daily accountability,2022-09-21,fail,
Daily accountability,2022-09-22,fail,
Daily accountability,2022-09-23,fail,
Daily accountability,2022-09-24,fail,
Daily accountability,2022-09-25,fail,
Read,2022-07-10,fail,
Daily accountability,2022-09-27,fail,
Read,2022-07-11,success,
Duo,2022-07-12,fail,
3 tiktoks,2022-09-21,success,
Duo,2022-07-13,fail,
3 tiktoks,2022-09-09,success,
Stretch,2022-07-12,fail,
3 tiktoks,2022-09-11,success,
Read,2022-07-19,fail,
3 tiktoks,2022-09-13,success,
3 tiktoks,2022-09-14,success,
3 tiktoks,2022-09-15,success,
Stretch,2022-07-10,fail,
Stretch,2022-07-11,fail,
3 tiktoks,2022-09-16,success,
Stretch,2022-07-13,success,
Stretch,2022-07-14,fail,
3 tiktoks,2022-09-10,success,
3 tiktoks,2022-09-12,success,
Stretch,2022-07-15,fail,
Stretch,2022-07-16,fail,
Stretch,2022-07-17,fail,
Duo,2022-07-22,fail,
Stretch,2022-07-18,fail,
Stretch,2022-07-19,fail,
3 tiktoks,2022-09-17,success,
3 tiktoks,2022-09-18,fail,
Duo,2022-07-17,fail,
Read,2022-07-12,success,
Duo,2022-07-14,fail,
3 tiktoks,2022-09-19,success,
3 tiktoks,2022-09-20,success,
Daily accountability,2022-09-18,skip,
Read,2022-07-13,success,
Read,2022-07-14,success,
3 tiktoks,2022-09-27,success,
3 tiktoks,2022-10-02,success,
Duo,2022-07-15,fail,
Duo,2022-07-16,fail,
Daily accountability,2022-10-02,fail,
Duo,2022-07-18,fail,
Read,2022-07-15,success,
3 tiktoks,2022-09-22,success,
3 tiktoks,2022-09-23,success,
3 tiktoks,2022-09-24,success,
3 tiktoks,2022-09-25,success,
3 tiktoks,2022-09-26,success,
Duo,2022-07-19,fail,
3 tiktoks,2022-09-28,success,
Duo,2022-07-20,fail,
Read,2022-07-18,success,
3 tiktoks,2022-09-29,success,
3 tiktoks,2022-09-30,success,
3 tiktoks,2022-10-01,success,
3 tiktoks,2022-10-03,success,
3 tiktoks,2022-10-04,success,
Duo,2022-07-21,fail,
3 tiktoks,2022-10-05,success,
3 tiktoks,2022-10-06,success,
3 tiktoks,2022-10-07,success,
3 tiktoks,2022-10-08,success,
Read,2022-07-17,success,
Duo,2022-07-23,fail,
3 tiktoks,2022-10-09,success,
Daily accountability,2022-10-06,success,
Read,2022-07-16,success,
Daily accountability,2022-10-08,fail,
Duo,2022-07-24,fail,
Duo,2022-07-25,fail,
Duo,2022-07-26,fail,
Duo,2022-07-27,fail,
Duo,2022-07-28,fail,
Duo,2022-07-29,fail,
Duo,2022-07-30,fail,
Duo,2022-07-31,fail,
Duo,2022-08-01,fail,
3 tiktoks,2022-10-10,success,
3 tiktoks,2022-10-12,success,
Daily accountability,2022-10-09,success,
Duo,2022-08-02,fail,
3 tiktoks,2022-10-11,fail,
Duo,2022-08-03,fail,
Duo,2022-08-04,fail,
Duo,2022-08-06,fail,
Duo,2022-08-07,fail,
Duo,2022-08-08,fail,
Duo,2022-08-09,fail,
Duo,2022-08-10,fail,
1000xp DataCamp,2022-08-11,fail,
1000xp DataCamp,2022-08-12,fail,
Duo,2022-08-11,fail,
1000xp DataCamp,2022-08-15,fail,
1000xp DataCamp,2022-08-20,fail,
Duo,2022-08-12,fail,
1000xp DataCamp,2022-08-13,fail,
Duo,2022-08-13,fail,
1000xp DataCamp,2022-08-14,fail,
1000xp DataCamp,2022-08-16,fail,
Duo,2022-08-14,fail,
Notion journal,2022-02-14,success,
1000xp DataCamp,2022-08-17,fail,
1000xp DataCamp,2022-08-18,fail,
Duo,2022-08-15,fail,
Duo,2022-08-17,fail,
Duo,2022-08-18,fail,
1000xp DataCamp,2022-08-19,fail,
Duo,2022-08-16,fail,
Duo,2022-08-19,fail,
Duo,2022-08-20,fail,
Notion journal,2022-02-21,fail,
1000xp DataCamp,2022-08-21,fail,
Duo,2022-08-21,fail,
1000xp DataCamp,2022-08-22,fail,
Duo,2022-08-22,fail,
1000xp DataCamp,2022-08-23,fail,
Duo,2022-08-23,fail,
1000xp DataCamp,2022-08-24,fail,
Duo,2022-08-24,fail,
1000xp DataCamp,2022-08-25,fail,
Duo,2022-08-25,fail,
1000xp DataCamp,2022-08-26,fail,
1000xp DataCamp,2022-08-29,fail,
Duo,2022-08-26,fail,
1000xp DataCamp,2022-08-27,fail,
Duo,2022-08-27,fail,
1000xp DataCamp,2022-08-28,fail,
Duo,2022-08-28,fail,
1000xp DataCamp,2022-08-30,fail,
1000xp DataCamp,2022-08-31,fail,
Duo,2022-08-29,fail,
1000xp DataCamp,2022-09-01,fail,
1000xp DataCamp,2022-09-02,fail,
1000xp DataCamp,2022-09-03,fail,
1000xp DataCamp,2022-09-04,success,
1000xp DataCamp,2022-09-05,fail,
1000xp DataCamp,2022-09-06,fail,
Duo,2022-08-30,fail,
Duo,2022-08-31,fail,
Notion journal,2022-02-24,fail,
Duo,2022-09-01,fail,
Duo,2022-09-02,fail,
Duo,2022-09-03,fail,
Duo,2022-09-04,fail,
Duo,2022-09-05,fail,
Duo,2022-09-06,fail,
1000xp DataCamp,2022-09-07,fail,
Notion journal,2022-03-01,success,
Duo,2022-09-07,fail,
1000xp DataCamp,2022-09-08,fail,
1000xp DataCamp,2022-09-09,fail,
1000xp DataCamp,2022-09-11,fail,
Duo,2022-09-08,fail,
1000xp DataCamp,2022-09-10,fail,
1000xp DataCamp,2022-09-14,fail,
1000xp DataCamp,2022-09-15,fail,
Duo,2022-09-09,fail,
Duo,2022-09-10,fail,
1000xp DataCamp,2022-09-12,fail,
1000xp DataCamp,2022-09-13,fail,
Duo,2022-09-11,fail,
Duo,2022-09-13,fail,
1000xp DataCamp,2022-09-16,fail,
1000xp DataCamp,2022-09-19,fail,
1000xp DataCamp,2022-09-20,fail,
1000xp DataCamp,2022-09-21,fail,
Duo,2022-09-14,fail,
1000xp DataCamp,2022-09-22,fail,
1000xp DataCamp,2022-09-23,fail,
Duo,2022-09-12,fail,
1000xp DataCamp,2022-09-24,fail,
1000xp DataCamp,2022-09-25,fail,
1000xp DataCamp,2022-09-26,fail,
Duo,2022-09-15,fail,
1000xp DataCamp,2022-09-17,fail,
1000xp DataCamp,2022-09-18,fail,
Daily accountability,2022-10-07,fail,
Duo,2022-09-16,fail,
Duo,2022-09-17,fail,
Duo,2022-09-18,fail,
Duo,2022-09-19,fail,
Notion journal,2022-03-02,fail,
Duo,2022-09-20,fail,
Daily accountability,2022-10-03,fail,
Duo,2022-09-21,fail,
Duo,2022-09-22,fail,
Duo,2022-09-23,fail,
Duo,2022-09-24,fail,
Duo,2022-09-25,fail,
Duo,2022-09-26,fail,
1000xp DataCamp,2022-09-27,fail,
1000xp DataCamp,2022-09-28,fail,
1000xp DataCamp,2022-09-29,fail,
Notion journal,2022-01-20,success,
1000xp DataCamp,2022-09-30,fail,
Duo,2022-09-29,fail,
1000xp DataCamp,2022-10-01,fail,
Duo,2022-10-01,fail,
1000xp DataCamp,2022-10-02,fail,
Linkedin,2021-01-26,skip,
Notion journal,2022-01-25,fail,
Duo,2022-10-02,fail,
1000xp DataCamp,2022-10-03,fail,
Duo,2022-09-28,fail,
Notion journal,2022-02-08,success,
1000xp DataCamp,2022-10-05,fail,
Notion journal,2022-02-07,success,
Duo,2022-09-27,fail,
Duo,2022-10-03,fail,
Duo,2022-10-04,fail,
1000xp DataCamp,2022-10-06,success,
Duo,2022-10-05,fail,
Notion journal,2022-02-09,success,
1000xp DataCamp,2022-10-04,fail,
1000xp DataCamp,2022-10-07,fail,
1000xp DataCamp,2022-10-08,fail,
Notion journal,2022-02-10,success,
1000xp DataCamp,2022-10-09,fail,
Notion journal,2022-01-18,fail,
Notion journal,2022-01-19,fail,
1000xp DataCamp,2022-10-10,fail,
1000xp DataCamp,2022-10-11,fail,
Duo,2022-10-11,fail,
Notion journal,2022-01-21,fail,
1000xp DataCamp,2022-10-12,fail,
Duo,2022-10-10,fail,
1000xp DataCamp,2022-10-18,fail,
Notion journal,2022-01-22,success,
Notion journal,2022-01-23,fail,
Notion journal,2022-01-24,fail,
Notion journal,2022-01-26,fail,
Notion journal,2022-01-27,success,
Notion journal,2022-01-28,fail,
Notion journal,2022-01-29,fail,
Notion journal,2022-01-30,fail,
Notion journal,2022-01-31,success,
Notion journal,2022-02-01,success,
Notion journal,2022-02-02,fail,
Notion journal,2022-02-03,fail,
Notion journal,2022-02-04,fail,
Notion journal,2022-02-05,fail,
Notion journal,2022-02-06,fail,
1000xp DataCamp,2022-10-26,fail,
Notion journal,2022-02-11,fail,
Notion journal,2022-02-12,fail,
Notion journal,2022-02-13,fail,
Notion journal,2022-02-15,success,
Notion journal,2022-02-16,fail,
Notion journal,2022-02-17,success,
Notion journal,2022-02-18,fail,
Notion journal,2022-02-19,success,
Notion journal,2022-02-20,success,
Notion journal,2022-02-22,fail,
Notion journal,2022-02-23,success,
Notion journal,2022-02-25,fail,
Notion journal,2022-02-26,fail,
Notion journal,2022-02-27,fail,
Notion journal,2022-02-28,success,
Notion journal,2022-03-03,success,
Notion journal,2022-03-04,fail,
Notion journal,2022-03-05,fail,
Notion journal,2022-03-06,success,
Notion journal,2022-03-07,success,
Notion journal,2022-03-08,fail,
Notion journal,2022-03-09,fail,
Notion journal,2022-03-10,fail,
Notion journal,2022-03-11,fail,
Notion journal,2022-03-12,fail,
Notion journal,2022-03-13,fail,
Notion journal,2022-03-14,success,
Notion journal,2022-03-15,fail,
Notion journal,2022-03-16,fail,
Notion journal,2022-03-17,fail,
Notion journal,2022-03-18,fail,
Notion journal,2022-03-19,fail,
Notion journal,2022-03-20,fail,
Notion journal,2022-03-21,fail,
Notion journal,2022-03-22,fail,
Notion journal,2022-03-23,success,
Duo,2022-10-09,fail,
Notion journal,2022-03-24,fail,
Notion journal,2022-03-25,fail,
Notion journal,2022-03-26,fail,
Notion journal,2022-03-27,success,
Notion journal,2022-03-28,success,
Notion journal,2022-03-29,fail,
Notion journal,2022-03-30,fail,
Notion journal,2022-03-31,success,
Notion journal,2022-04-01,success,
Notion journal,2022-04-02,fail,
Notion journal,2022-04-03,success,
Notion journal,2022-04-04,success,
Duo,2022-09-30,fail,
Notion journal,2022-04-05,success,
Notion journal,2022-04-07,success,
Duo,2022-10-08,fail,
Notion journal,2022-04-08,success,
Notion journal,2022-04-09,fail,
Notion journal,2022-04-10,fail,
Notion journal,2022-04-11,success,
Notion journal,2022-04-12,fail,
Notion journal,2022-04-13,fail,
